county,station,year,month,day,max_day_temp,min_day_temp,max_day_dewpt,min_day_dewpt,max_day_vappr,min_day_vappr,max_day_msl,min_day_msl
Mayo,KNOCK AIRPORT,2016,11,14,13.0,11.0,12.5,10.8,14.5,13.0,1026.7,1024.1
Tipperary,GURTEEN,2016,11,14,14.7,11.0,13.5,9.2,15.4,11.6,1028.4,1025.8
Galway,ATHENRY,2016,11,14,13.7,11.9,13.2,10.9,15.1,13.0,1027.8,1025.4
Dublin,CASEMENT,2016,11,14,15.4,11.0,14.1,8.8,16.0,11.3,1027.7,1024.7
Kerry,VALENTIA OBSERVATORY,2016,11,14,13.8,12.2,13.3,11.4,15.3,13.4,1030.6,1028.8
Cork,MOORE PARK,2016,11,14,15.7,8.1,13.3,7.3,15.3,10.2,1029.9,1028.1
Sligo,MARKREE,2016,11,14,14.8,12.2,13.2,11.3,15.2,13.4,1025.8,1023.1
Mayo,NEWPORT,2016,11,14,12.8,12.1,12.7,11.9,14.7,14.0,1026.4,1024.0
Cavan,BALLYHAISE,2016,11,15,13.2,6.8,12.8,6.3,14.8,9.6,1026.0,1016.6
Dublin,CASEMENT,2016,11,15,14.6,8.3,13.2,6.5,15.2,9.7,1026.7,1019.1
Dublin,PHOENIX PARK,2016,11,15,15.1,7.7,13.7,6.4,15.7,9.6,1026.7,1019.1
Cork,ROCHES POINT,2016,11,15,14.9,8.2,12.9,7.2,14.9,10.1,1028.5,1022.3
Kerry,VALENTIA OBSERVATORY,2016,11,15,13.2,10.4,12.8,7.7,14.8,10.5,1029.2,1022.8
Sligo,MARKREE,2016,11,15,13.5,8.4,13.1,6.7,15.1,9.8,1026.0,1015.9
Donegal,MALIN HEAD,2016,11,15,12.9,9.8,12.2,5.6,14.2,9.1,1023.7,1011.5
Donegal,FINNER,2016,11,15,13.4,8.8,12.4,5.7,14.4,9.1,1025.2,1014.7
Wexford,JOHNSTOWNII,2016,11,15,14.1,7.8,13.2,7.1,15.2,10.1,1027.2,1021.0
Meath,DUNSANY,2016,11,15,13.9,7.2,13.2,6.6,15.1,9.8,1026.6,1018.5
Dublin,DUBLIN AIRPORT,2016,11,15,14.7,8.7,12.9,6.1,14.9,9.4,1026.8,1019.2
Mayo,KNOCK AIRPORT,2016,11,15,12.7,7.0,12.5,6.3,14.5,9.6,1026.6,1016.6
Mayo,NEWPORT,2016,11,15,13.1,8.1,13.0,7.5,14.9,10.3,1026.3,1016.0
Mayo,BELMULLET,2016,11,15,13.1,10.1,12.5,6.3,14.5,9.5,1026.0,1014.3
Mayo,CLAREMORRIS,2016,11,15,13.1,6.8,12.7,6.3,14.7,9.6,1026.5,1016.9
Carlow,OAK PARK,2016,11,15,14.8,7.2,13.4,6.4,15.4,9.6,1026.8,1020.8
Clare,SHANNON AIRPORT,2016,11,15,13.5,9.5,13.0,7.1,14.9,10.1,1027.6,1020.8
Cork,SherkinIsland,2016,11,15,13.0,10.4,12.6,8.0,14.5,10.7,1029.7,1023.1
Roscommon,MT DILLON,2016,11,15,13.4,7.5,12.9,6.6,14.9,9.7,1026.6,1017.6
Tipperary,GURTEEN,2016,11,15,13.3,8.6,12.4,6.1,14.4,9.4,1027.1,1019.5
Galway,ATHENRY,2016,11,15,13.1,7.6,12.6,7.2,14.6,10.2,1026.8,1018.4
Galway,MACE HEAD,2016,11,15,12.9,10.1,12.6,7.9,14.6,10.6,1027.0,1017.6
Westmeath,MULLINGAR,2016,11,15,13.3,6.8,12.6,5.4,14.6,9.0,1026.8,1018.4
Cork,MOORE PARK,2016,11,15,14.5,6.9,12.5,5.7,14.5,9.2,1027.9,1021.9
Cork,CORK AIRPORT,2016,11,15,14.6,7.0,13.3,6.6,15.3,9.7,1028.7,1022.5
Dublin,PHOENIX PARK,2016,11,16,10.3,5.7,8.5,2.7,11.1,7.4,1017.8,1007.1
Clare,SHANNON AIRPORT,2016,11,16,12.4,7.5,9.6,3.4,12.0,7.8,1019.7,1008.9
Westmeath,MULLINGAR,2016,11,16,10.5,4.0,9.0,2.5,11.5,7.3,1017.3,1006.9
Roscommon,MT DILLON,2016,11,16,11.0,4.1,10.0,2.7,12.3,7.4,1016.0,1006.0
Cork,MOORE PARK,2016,11,16,11.0,4.6,8.5,2.3,11.1,7.2,1021.2,1010.5
Tipperary,GURTEEN,2016,11,16,11.2,5.8,9.1,3.5,11.6,7.8,1018.7,1008.0
Cavan,BALLYHAISE,2016,11,16,10.2,4.6,9.2,2.3,11.6,7.2,1014.9,1005.0
Dublin,CASEMENT,2016,11,16,10.0,5.1,8.3,3.4,11.0,7.8,1017.9,1007.5
Mayo,NEWPORT,2016,11,16,11.1,5.8,10.7,3.1,12.9,7.7,1014.5,1005.0
Donegal,FINNER,2016,11,16,11.1,6.0,8.9,2.3,11.4,7.2,1012.6,1003.1
Wexford,JOHNSTOWNII,2016,11,16,11.0,6.0,8.4,2.7,11.0,7.4,1020.0,1010.3
Galway,ATHENRY,2016,11,16,11.8,6.0,9.6,2.7,11.9,7.4,1017.0,1006.9
Mayo,CLAREMORRIS,2016,11,16,10.9,4.9,9.8,1.3,12.1,6.7,1015.6,1005.6
Kerry,VALENTIA OBSERVATORY,2016,11,16,12.4,8.3,9.9,3.5,12.2,7.8,1022.0,1011.2
Galway,MACE HEAD,2016,11,16,12.5,8.6,10.4,3.2,12.6,7.7,1016.1,1005.8
Mayo,BELMULLET,2016,11,16,11.8,6.2,10.7,2.7,12.9,7.4,1012.7,1004.1
Carlow,OAK PARK,2016,11,16,10.6,4.9,8.1,3.5,10.8,7.9,1019.6,1009.2
Cork,ROCHES POINT,2016,11,16,11.5,6.7,9.7,3.3,12.0,7.8,1021.6,1011.1
Cork,SherkinIsland,2016,11,16,12.4,9.4,10.2,3.6,12.5,7.9,1022.5,1011.5
Donegal,MALIN HEAD,2016,11,16,10.9,5.8,8.8,1.3,11.4,6.7,1009.7,1000.3
Sligo,MARKREE,2016,11,16,10.7,4.5,9.6,2.4,11.9,7.3,1014.4,1004.8
Cork,CORK AIRPORT,2016,11,16,10.7,4.7,8.9,2.1,11.4,7.2,1021.9,1011.4
Dublin,DUBLIN AIRPORT,2016,11,16,10.6,5.5,8.3,2.4,11.0,7.2,1017.9,1007.0
Mayo,KNOCK AIRPORT,2016,11,16,10.1,4.0,9.1,2.4,11.5,7.3,1015.3,1005.8
Meath,DUNSANY,2016,11,16,10.7,5.0,9.5,3.5,11.9,7.9,1017.2,1006.7
Carlow,OAK PARK,2016,11,17,6.8,2.0,4.6,-0.1,8.5,6.1,1008.2,990.7
Kerry,VALENTIA OBSERVATORY,2016,11,17,9.9,4.9,6.6,0.2,9.7,6.2,1010.0,994.1
Dublin,PHOENIX PARK,2016,11,17,6.2,1.3,4.1,0.0,8.2,6.1,1006.1,988.6
Donegal,MALIN HEAD,2016,11,17,7.0,2.4,4.1,0.7,8.2,6.4,999.3,984.2
Tipperary,GURTEEN,2016,11,17,6.0,1.5,4.1,0.0,8.2,6.1,1007.0,990.3
Dublin,CASEMENT,2016,11,17,5.7,0.6,4.2,0.0,8.3,6.1,1006.1,989.0
Galway,ATHENRY,2016,11,17,6.8,1.4,4.5,-0.5,8.4,5.9,1005.7,989.7
Westmeath,MULLINGAR,2016,11,17,5.0,0.3,3.9,-0.3,8.1,6.0,1005.8,988.9
Mayo,NEWPORT,2016,11,17,6.5,2.8,4.8,0.1,8.6,6.1,1003.6,987.7
Wexford,JOHNSTOWNII,2016,11,17,9.9,2.4,6.4,-0.2,9.6,6.0,1009.4,991.6
Cork,CORK AIRPORT,2016,11,17,7.4,1.4,6.0,-0.4,9.3,6.0,1010.5,993.9
Mayo,CLAREMORRIS,2016,11,17,5.8,1.5,4.0,-0.1,8.1,6.1,1004.3,988.5
Cavan,BALLYHAISE,2016,11,17,5.3,1.0,3.4,0.2,7.8,6.2,1003.7,987.0
Cork,SherkinIsland,2016,11,17,11.1,4.0,8.0,0.4,10.7,6.3,1010.4,994.5
Galway,MACE HEAD,2016,11,17,9.3,4.3,5.7,-0.0,9.2,6.1,1005.0,989.0
Cork,MOORE PARK,2016,11,17,8.3,1.1,4.8,-0.3,8.6,6.0,1009.4,993.1
Mayo,BELMULLET,2016,11,17,8.0,3.0,3.7,-2.5,8.0,5.1,1002.3,987.1
Cork,ROCHES POINT,2016,11,17,8.8,3.7,7.1,0.3,10.1,6.2,1010.2,993.5
Clare,SHANNON AIRPORT,2016,11,17,7.8,3.8,5.4,1.2,8.9,6.7,1008.1,991.5
Roscommon,MT DILLON,2016,11,17,5.5,1.3,4.2,0.1,8.2,6.2,1004.8,988.1
Sligo,MARKREE,2016,11,17,5.3,1.5,4.1,0.7,8.2,6.4,1003.7,987.1
Dublin,DUBLIN AIRPORT,2016,11,17,5.6,0.6,3.8,-0.2,8.0,6.0,1006.1,988.2
Donegal,FINNER,2016,11,17,6.3,1.2,3.6,-0.9,7.9,5.7,1001.9,986.0
Mayo,KNOCK AIRPORT,2016,11,17,4.5,0.2,3.2,-0.3,7.7,5.9,1004.5,988.2
Meath,DUNSANY,2016,11,17,5.4,0.4,4.8,0.4,8.6,6.3,1005.5,988.3
Kerry,VALENTIA OBSERVATORY,2016,11,18,8.4,3.8,3.4,-2.0,7.8,5.3,1004.0,994.0
Carlow,OAK PARK,2016,11,18,4.8,0.8,2.2,-0.6,7.2,5.9,1000.2,991.0
Dublin,PHOENIX PARK,2016,11,18,6.0,1.1,2.6,-0.6,7.3,5.9,999.0,989.3
Cork,SherkinIsland,2016,11,18,8.2,4.0,3.4,1.2,7.8,6.6,1004.4,994.4
Mayo,NEWPORT,2016,11,18,6.6,1.6,3.2,-0.2,7.7,6.0,999.7,989.8
Tipperary,GURTEEN,2016,11,18,5.0,0.5,2.7,-0.5,7.4,5.9,1000.7,991.1
Wexford,JOHNSTOWNII,2016,11,18,5.1,1.1,1.5,-0.9,6.8,5.7,1000.7,991.5
Cavan,BALLYHAISE,2016,11,18,3.4,0.4,2.3,0.1,7.2,6.1,998.1,987.6
Galway,ATHENRY,2016,11,18,5.3,0.2,3.0,-0.6,7.6,5.9,1000.6,990.8
Mayo,CLAREMORRIS,2016,11,18,6.7,0.5,3.7,-0.3,8.0,6.0,999.8,990.0
Westmeath,MULLINGAR,2016,11,18,5.7,0.2,2.3,-0.6,7.2,5.8,999.8,989.8
Sligo,MARKREE,2016,11,18,6.6,0.7,2.3,-0.5,7.2,5.9,998.3,988.1
Galway,MACE HEAD,2016,11,18,7.3,3.8,3.3,-0.3,7.7,6.0,1000.6,990.4
Roscommon,MT DILLON,2016,11,18,4.9,0.4,2.8,0.1,7.5,6.2,999.1,989.5
Mayo,KNOCK AIRPORT,2016,11,18,4.2,0.3,2.2,-0.7,7.2,5.8,999.7,989.9
Donegal,FINNER,2016,11,18,7.0,1.9,2.2,-0.6,7.1,5.8,997.4,986.9
Clare,SHANNON AIRPORT,2016,11,18,5.5,2.0,3.4,0.4,7.8,6.3,1002.0,992.0
Mayo,BELMULLET,2016,11,18,7.2,4.8,2.7,-2.0,7.4,5.3,999.5,989.1
Dublin,CASEMENT,2016,11,18,5.3,0.7,2.6,-0.5,7.4,5.9,999.5,989.5
Cork,ROCHES POINT,2016,11,18,6.0,2.5,2.9,0.2,7.5,6.2,1003.3,993.3
Donegal,MALIN HEAD,2016,11,18,7.0,3.1,2.4,-0.4,7.3,5.9,994.7,984.7
Cork,MOORE PARK,2016,11,18,4.3,-0.9,1.8,-1.9,7.0,5.3,1002.6,993.1
Cork,CORK AIRPORT,2016,11,18,4.3,0.7,2.1,-0.3,7.1,5.9,1003.9,993.7
Dublin,DUBLIN AIRPORT,2016,11,18,5.1,0.7,1.7,-0.7,6.9,5.8,998.7,988.8
Meath,DUNSANY,2016,11,18,4.8,0.5,2.7,0.2,7.4,6.2,998.8,988.7
Mayo,CLAREMORRIS,2016,11,19,4.1,-2.0,2.4,-2.3,7.3,5.2,1000.1,992.5
Westmeath,MULLINGAR,2016,11,19,3.7,-2.4,1.5,-3.0,6.8,4.9,1000.0,992.0
Cork,MOORE PARK,2016,11,19,3.7,-2.0,2.0,-2.6,7.1,5.0,1003.4,990.0
Meath,DUNSANY,2016,11,19,4.6,-1.8,2.2,-1.8,7.2,5.4,999.6,991.5
Cavan,BALLYHAISE,2016,11,19,4.0,-2.0,1.5,-2.2,6.8,5.2,998.8,992.3
Dublin,PHOENIX PARK,2016,11,19,5.2,-0.7,0.9,-1.2,6.5,5.6,999.8,991.3
Cork,SherkinIsland,2016,11,19,6.1,4.0,4.5,1.1,8.4,6.6,1004.6,989.2
Clare,SHANNON AIRPORT,2016,11,19,4.5,-0.4,3.1,-0.6,7.6,5.8,1002.4,991.5
Mayo,NEWPORT,2016,11,19,6.1,1.0,2.7,0.0,7.4,6.1,999.8,992.5
Galway,MACE HEAD,2016,11,19,6.8,0.8,2.9,-1.2,7.5,5.6,1000.6,992.0
Dublin,DUBLIN AIRPORT,2016,11,19,4.7,-1.2,1.4,-2.0,6.8,5.3,999.7,991.5
Donegal,FINNER,2016,11,19,5.4,-0.7,1.6,-1.5,6.9,5.5,997.7,992.4
Wexford,JOHNSTOWNII,2016,11,19,5.7,2.3,2.7,-0.2,7.4,6.0,1001.6,988.5
Galway,ATHENRY,2016,11,19,4.2,-0.7,2.4,-1.2,7.2,5.6,1000.7,991.9
Dublin,CASEMENT,2016,11,19,3.9,-0.5,1.5,-1.2,6.9,5.6,999.8,991.4
Cork,ROCHES POINT,2016,11,19,5.3,2.3,2.9,0.4,7.5,6.3,1003.4,988.8
Carlow,OAK PARK,2016,11,19,3.8,-0.7,1.7,-1.4,6.9,5.5,1001.2,990.7
Donegal,MALIN HEAD,2016,11,19,5.9,2.1,2.4,0.7,7.3,6.4,995.3,991.9
Sligo,MARKREE,2016,11,19,5.2,-1.9,2.2,-1.9,7.2,5.3,998.8,992.6
Cork,CORK AIRPORT,2016,11,19,4.4,1.0,3.1,-0.8,7.6,5.7,1003.7,989.8
Mayo,BELMULLET,2016,11,19,6.8,-0.3,2.5,-1.7,7.3,5.4,999.6,992.5
Kerry,VALENTIA OBSERVATORY,2016,11,19,6.7,3.0,3.1,0.3,7.6,6.2,1004.4,990.5
Roscommon,MT DILLON,2016,11,19,5.1,-2.2,1.9,-2.2,7.0,5.2,999.6,992.2
Mayo,KNOCK AIRPORT,2016,11,19,3.7,0.3,2.0,-1.3,7.1,5.5,1000.0,992.8
Tipperary,GURTEEN,2016,11,19,4.4,-1.3,2.1,-1.9,7.1,5.3,1001.1,991.5
Cork,MOORE PARK,2016,11,20,4.6,-1.6,1.5,-2.8,6.8,5.0,996.1,989.8
Donegal,MALIN HEAD,2016,11,20,8.0,1.6,3.6,0.5,7.9,6.3,997.9,990.1
Dublin,DUBLIN AIRPORT,2016,11,20,1.1,-2.5,0.4,-3.3,6.3,4.7,997.1,989.4
Cavan,BALLYHAISE,2016,11,20,3.2,-1.8,2.8,-1.9,7.5,5.3,997.2,990.7
Kerry,VALENTIA OBSERVATORY,2016,11,20,6.6,0.6,1.1,-1.9,6.6,5.3,996.3,990.6
Clare,SHANNON AIRPORT,2016,11,20,2.1,-1.1,2.1,-1.3,7.1,5.5,997.2,991.1
Roscommon,MT DILLON,2016,11,20,3.6,-4.0,2.3,-4.2,7.2,4.5,997.2,991.1
Donegal,FINNER,2016,11,20,6.9,-1.8,3.2,-2.5,7.7,5.1,997.7,990.9
Wexford,JOHNSTOWNII,2016,11,20,5.7,1.3,2.1,-2.5,7.1,5.1,995.0,987.3
Mayo,CLAREMORRIS,2016,11,20,5.3,-3.0,3.5,-3.4,7.9,4.8,997.8,991.6
Cork,SherkinIsland,2016,11,20,6.1,1.3,0.9,-1.6,6.5,5.4,994.4,989.5
Cork,ROCHES POINT,2016,11,20,5.5,1.5,1.1,-0.7,6.6,5.8,994.6,988.8
Dublin,PHOENIX PARK,2016,11,20,1.2,-2.1,0.5,-2.8,6.4,5.0,997.1,989.4
Galway,MACE HEAD,2016,11,20,5.8,0.3,3.2,-1.5,7.7,5.5,997.6,991.4
Mayo,NEWPORT,2016,11,20,6.1,1.2,3.2,0.6,7.7,6.4,998.2,991.7
Sligo,MARKREE,2016,11,20,5.6,-4.1,3.7,-4.2,8.0,4.5,998.1,991.4
Tipperary,GURTEEN,2016,11,20,2.1,-1.7,1.6,-2.1,6.8,5.2,997.3,990.9
Meath,DUNSANY,2016,11,20,2.3,-3.6,1.2,-4.1,6.7,4.5,997.1,990.0
Dublin,CASEMENT,2016,11,20,1.7,-3.4,0.6,-4.2,6.4,4.5,997.3,989.7
Mayo,BELMULLET,2016,11,20,5.6,0.9,3.6,0.0,7.9,6.1,998.3,991.9
Galway,ATHENRY,2016,11,20,3.1,-2.9,2.4,-3.2,7.3,4.8,997.1,991.4
Carlow,OAK PARK,2016,11,20,0.3,-1.9,0.3,-2.3,6.2,5.2,996.9,989.6
Westmeath,MULLINGAR,2016,11,20,2.4,-2.7,1.7,-3.0,6.9,4.9,997.2,990.7
